symbol,date,open,high,low,close,volume,SMA,EMA,MACD,RSI,BBANDS Upper,BBANDS Lower,ATR,VWAP
MSFT,2024-10-09,415.86,420.38,414.3,417.46,14974257,426.27,421.2154,,46.9253,442.5427,409.9973,7.3191,
TSLA,2024-10-09,243.82,247.43,239.51,241.05,66289529,244.294,242.4672,,52.6534,266.858,221.73,10.309,
AAPL,2024-10-10,227.78,229.5,227.17,229.04,28183544,225.6695,226.0687,,55.1261,233.774,217.565,4.6902,
AMZN,2024-10-10,187.13,188.134,185.83,186.65,27785043,,,,,,,,
GOOGL,2024-10-10,160.87,163.07,160.395,162.08,14144068,162.7805,162.7995,,48.4835,168.1648,157.3962,3.4666,
MSFT,2024-10-10,415.225,417.35,413.15,415.84,13848376,425.712,420.7034,,45.9175,442.6,408.824,7.1687,
TSLA,2024-10-10,241.81,242.7899,232.34,238.77,83087063,244.742,242.1151,,51.6391,266.4786,223.0054,10.316,
AAPL,2024-10-11,229.3,229.41,227.34,227.55,31759188,225.922,226.2098,,53.3841,233.9299,217.9141,4.5592,
AMZN,2024-10-11,186.63,189.9284,186.3,188.82,25751557,,,,,,,,
GOOGL,2024-10-11,162.13,163.9,161.235,163.24,15344251,163.0695,162.8414,,50.2656,167.8693,158.2697,3.4265,
MSFT,2024-10-11,416.135,417.13,413.25,416.32,14144944,424.9985,420.286,,46.2773,442.2046,407.7924,7.0042,
TSLA,2024-10-11,220.13,223.34,214.38,217.8,142628874,244.1175,239.7994,,43.5224,268.0825,220.1525,11.0197,
AAPL,2024-10-14,228.7,231.73,228.6,231.3,39882085,226.671,226.6946,,56.9852,233.6872,219.6548,4.5402,
AMZN,2024-10-14,189.78,189.83,187.36,187.54,22614407,,,,,,,,
GOOGL,2024-10-14,163.64,166.226,163.4,164.96,19016141,163.4145,163.0432,,52.8133,167.6874,159.1416,3.4045,
MSFT,2024-10-14,417.77,424.04,417.52,419.14,16653086,424.3885,420.1768,,48.4006,441.517,407.26,7.04,
TSLA,2024-10-14,220.13,221.91,213.74,219.16,86291923,243.7365,237.8337,,44.122,268.9991,218.4739,10.8772,
AAPL,2024-10-15,233.61,237.49,232.37,233.85,64751367,227.524,227.376,,59.2391,233.6148,221.4332,4.6227,
AMZN,2024-10-15,187.63,188.41,184.58,187.69,32178925,,,,,,,,
GOOGL,2024-10-15,165.785,167.68,164.625,165.46,20247195,163.7215,163.2734,,53.5415,167.6412,159.8018,3.387,
MSFT,2024-10-15,422.18,422.48,415.26,418.74,18900201,423.568,420.04,,48.1167,440.1182,407.0178,7.049,
TSLA,2024-10-15,220.01,224.26,217.12,219.57,62988787,243.3215,236.0943,,44.3096,269.8538,216.7892,10.6904,
AAPL,2024-10-16,231.6,232.12,229.84,231.78,34082240,228.0785,227.7955,,56.7004,233.5694,222.5876,4.5921,
AMZN,2024-10-16,187.05,187.78,185.61,186.89,23456812,,,,,,,,
GOOGL,2024-10-16,164.53,165.8,163.74,165.16,16406030,163.989,163.453,,53.0247,167.5149,160.4631,3.3207,
MSFT,2024-10-16,415.17,416.36,410.48,416.12,15508932,422.8335,419.6666,,46.2461,439.3368,406.3302,7.1096,
TSLA,2024-10-16,221.4,222.8199,218.93,221.33,49632824,243.028,234.6882,,45.1419,270.3842,215.6718,10.3503,
AAPL,2024-10-17,233.43,233.85,230.52,232.15,32993810,228.2425,228.2102,,57.0468,234.0073,222.4777,4.529,
AMZN,2024-10-17,188.22,188.94,186.0,187.53,25039414,,,,,,,,
GOOGL,2024-10-17,165.73,166.37,162.76,162.93,21453395,164.0285,163.4032,,49.3009,167.4877,160.5693,3.3351,
MSFT,2024-10-17,422.36,422.5,415.59,416.72,14820004,421.735,419.386,,46.7452,436.7257,406.7443,7.0996,
TSLA,2024-10-17,221.59,222.08,217.9,220.89,50791784,241.8765,233.3741,,44.9651,270.8751,212.8779,10.0418,
